Word,ValenceMean,ValenceSD,%ValenceRaters ,ArousalMean,ArousalSD,%ArousalRaters
cesto,5.1,0.55,100,4.95,0.69,100
cetro,4.63,1.09,80,5.06,1.11,90
chabola,3.05,1.1,100,5.55,1.93,100
chacal,5,1.88,70,6.07,1.14,70
chachachá,6.55,1.28,100,5.25,2.02,100
chakra,6.22,1.52,90,5.13,2.03,80
chal,5.9,0.85,100,4.19,1.91,80
chalé,6.28,1.27,90,4.95,2.01,95
chaleco,5.33,1,100,5.05,1.08,100
chalet,7.65,1.53,100,5.65,2.16,100
chamán,4.47,2.03,85,5.38,1.59,80
champán,6.05,1.57,100,5.7,2.54,100
champiñón,5.8,1.6,100,4.6,1.78,100
chancho*,5.25,0.5,20,4.88,1.73,40
chancla,6.42,1.5,95,4.35,1.76,100
chancleta,5.8,1.24,100,4.05,1.99,100
chándal,5.7,1.22,100,3.6,1.98,100
chantaje,2.38,1.17,100,7.05,1.5,100
chantajear,2.45,1.1,100,6.85,1.09,100
chapa,4.65,0.67,100,4.8,1.54,100
chapas,4.85,1.73,100,4.4,1.1,100
chaqueta,5.9,1.41,100,4.4,1.35,100
chaquetón,6.35,1.39,100,4.6,1.6,100
charco,4.75,1.21,100,4.85,1.14,100
charcutero,5.2,0.95,100,5.2,1.4,100
charla,5.45,2.01,100,4.15,1.79,100
charlar,7.85,0.99,100,4.45,1.88,100
charlestón,6.7,1.87,100,5.33,0.91,90
charro*,4.67,0.52,30,4.6,1.17,50
chasco,3.4,1.19,100,6.25,1.16,100
chat,5.4,0.94,100,5.65,1.18,100
chatarra,3.8,1.47,100,4.9,1.41,100
chaval,6.1,1.17,100,5.05,1.67,100
checo,5.06,0.73,90,5.21,0.63,95
chelo,5.5,0.73,80,3.89,1.88,95
cheque,6.95,1.54,100,6.6,1.31,100
chequeo,4.1,1.59,100,6.05,1.73,100
chica,6.85,1.5,100,5.45,1.36,100
chicha,4.79,1.36,95,5.17,1.1,90
chicharra,4.63,1.71,95,5.5,1.47,100
chicharro,5.35,1.22,85,5.15,1.14,100
chico,6.35,1.39,100,6,1.69,100
chiflado,4.8,1.73,100,6.83,1.32,100
chií*,7.15,2.96,100,6,1.22,25
chile,6.05,1.67,100,4.95,1.05,100
chilenas,5.26,1.24,95,4.95,1.1,100
chileno,5.05,0.51,100,4.95,0.6,100
chillido,2.95,1.39,100,7.5,1.36,100
chimenea,7.15,1.57,100,3.65,1.66,100
chimpancé,6.35,1.42,100,5.4,1.47,100
china,5.2,1.15,100,5.35,1.46,100
chinche,4.2,1.51,100,5.63,1.26,95
chino,5.35,0.93,100,4.35,1.42,100
chip,5.55,0.89,100,5.44,1.34,90
chipriota,5.08,0.28,65,5,0.39,70
chiquero*,4.71,0.49,35,5,1.8,45
chiquilla,6.1,1.25,100,5.3,1.63,100
chiquillo,7.5,1.47,100,5.05,2.09,100
chiquito,5.35,2.06,100,4.75,1.83,100
chirimoya,5.75,1.02,100,5.11,0.96,90
chispa,7.05,1.39,100,6.35,1.57,100
chispear,5.55,2.28,100,4.25,1.8,100
chiste,7.88,1.14,100,6.1,1.41,100
chistes,8.3,1.26,100,5.7,2.27,100
chivo,4,1.22,85,5.53,1.51,75
choca,3.95,1.39,100,6.05,1.1,100
chocante,5.2,1.36,100,6.55,1.61,100
chocar,3.4,1.35,100,6.9,1.37,100
chocolate,8.03,1.05,100,5.48,2.28,100
chofer,5.3,0.98,100,4.65,1.18,100
chófer,5.65,1.18,100,4.5,1.15,100
choque,3.15,1.58,100,7.18,1.17,100
chorizo,5.15,2.16,100,5.05,0.76,100
chorro,5.3,0.66,100,4.4,1.98,100
choza,3.1,1.59,100,4.55,1.57,100
chubasco,5,1.95,100,5.25,1.65,100
chubasquero,5.45,1.43,100,4.4,1.76,100
chupar,5.85,1.39,100,6.8,1.36,100
chupito,7.1,1.86,100,5.8,1.01,100
chusma,2.9,1.25,100,6.25,1.25,100
cían,5.76,1.3,85,3.79,1.72,95
cianuro,3.35,2.03,100,6,1.81,100
ciberespacio,4.95,0.85,95,5.4,1.93,100
cibernética,5.05,1.31,95,5.35,0.93,100
cicatriz,3.03,1.62,100,6.23,1.21,100
cíclico,5.45,0.83,100,4.75,1.48,100
ciclismo,6.15,1.9,100,5.5,1.67,100
ciclista,5.95,0.89,100,4.6,1.88,100
ciclo,5.85,1.18,100,4.6,1.43,100
ciclomotor,5.4,0.88,100,6.5,1.32,100
ciclón,3.18,1.39,100,6.95,1.81,100
ciego,3.4,1.5,100,6,1.57,100
cielo,7.68,1.33,100,2.95,1.97,100
ciempiés,4.08,1.95,100,6.1,1.84,100
cien,5.75,1.29,100,5.4,1.31,100
ciencia,7.05,1.1,100,5.35,1.73,100
cieno,4.03,1.47,82.5,4.97,1.62,80
científico,6.35,1.23,100,5.95,0.94,100
ciento,5.6,1.1,100,5,1.21,100
cierne,4.54,1.05,65,4.67,1.28,90
cierra,4.8,0.77,100,4.95,1.64,100
cierre,4.5,1.57,100,5.05,1.85,100
cierro,4.35,1.14,100,5.2,1.11,100
cierta,6.5,1.36,100,3.95,1.54,100
cierto,6,0.92,100,4.7,1.49,100
ciervo,6.25,1.25,100,4.7,1.3,100
cifra,4.9,0.85,100,4.95,0.89,100
cifrar,5.3,1.42,100,5.3,1.17,100
cigarra,4.65,1.6,100,5.65,1.76,100
cigarrillo,4.1,2.45,100,5.25,1.77,100
cigarro,3.9,2.29,100,6.3,1.26,100
cigüeña,6.15,1.53,100,3.8,1.74,100
cilíndrico,5.8,1.11,100,4.45,1.39,100
cilindro,5,0.32,100,4.75,0.85,100
cima,6.75,1.25,100,6.25,1.68,100
cimarrón*,5.29,0.95,35,5.57,0.98,35
cimiento,5.15,0.75,100,4.45,1.32,100
cinc,4.95,0.51,100,4.9,0.45,100
cincel,5.1,0.64,100,4.95,0.97,95
cinco,5.2,0.7,100,4.65,0.99,100
cincuenta,4.9,1.37,100,5.35,1.04,100
cine,7.6,0.99,100,3.9,2.31,100
cineasta,5.8,1.15,100,5.25,1.65,100
cinematografía,7.25,1.16,100,5.2,2.02,100
cinematográfica,6.55,1.23,100,5.4,1.35,100
cinética,5,0.65,100,5.45,1.28,100
cínico,2.9,0.91,100,6.55,1.5,100
cinismo,3.63,1.71,95,6.55,1.36,100
cinta,5.6,1.27,100,4.7,1.13,100
cinto,5,0.52,80,5.18,1.08,55
cintura,6.6,1.31,100,5.15,1.57,100
cinturón,5.35,1.04,100,5.1,1.48,100
ciprés,5.79,1.18,95,3.8,1.79,100
circo,6.23,1.9,100,6.3,1.34,100
circonita,6.12,1.41,85,5.61,1.09,90
circuito,4.8,0.77,100,4.8,1.28,100
circulación,5.1,1.25,100,5.65,1.35,100
circulante,4.8,1.11,100,4.75,1.12,100
circular,5.6,0.82,100,5.1,1.07,100
circulatorio,5,0.86,100,5,1.56,100
círculo,5.33,1,100,4.53,1.5,100
circundante,4.9,0.55,100,4.53,1.68,95
circundar,4.42,1.12,95,6.35,1.31,100
circunferencia,5.2,0.62,100,4.1,1.55,100
circunscripción,4.68,0.95,95,5.68,1.11,95
circunstancia,5.1,0.85,100,5.45,1.5,100
circunvalación,4.4,1.14,100,4.6,1.57,100
cirrosis,2.1,0.91,100,6.6,1.88,100
ciruela,6,1.72,100,4.45,1.54,100
ciruelo,6.1,0.91,100,4.6,1.96,100
cirugía,3.65,2.27,100,7.28,1.22,100
cirujano,6.7,2.11,100,7,1.59,100
cisma*,5,0,35,6.25,1.66,60
cisne,7.7,1.13,100,3.6,2.26,100
cisterna,4.45,0.83,100,4.25,1.62,100
cistitis,3.26,1.59,95,7.25,1.65,80
cita,7,1.38,100,7.5,1.24,100
citación,4.65,1.27,100,6.2,1.7,100
citar,6.25,1.45,100,5.55,1.76,100
cítara*,5.2,0.42,50,5.17,1.33,30
citoplasma,5.35,1.18,100,3.9,1.62,100
ciudad,5.55,1,100,5.8,1.15,100
ciudadana,6.5,1.15,100,4.8,1.58,100
ciudadanía,5.65,0.99,100,5.2,1.01,100
ciudadano,5.95,1.32,100,4.55,1.61,100
ciudadela,5.82,1.19,85,5.29,1.14,70
cívica,5,1,95,4.71,1.26,85
civil,5.2,0.77,100,5.25,1.77,100
civilización,6.35,1.39,100,5,1.86,100
clamar,5.4,1.35,100,6.13,1.36,80
clamor,5.71,1.9,85,5.44,1.95,90
clan,5.5,1.47,100,4.85,1.14,100
clandestina,4.5,1.5,100,5.55,1.73,100
clandestinidad,3.65,1.79,100,6.6,1.79,100
claqué,5.65,0.75,100,4.8,1.44,100
clara,6.85,1.42,100,3.5,1.32,100
claridad,7.05,1.23,100,4.05,2.28,100
clarificación,5.82,1.33,85,4.68,1.67,95
clarificar,6.26,1.15,95,4.5,1.36,100
clarín,5.24,0.56,85,4.64,0.93,70
clarinete,6.45,1.36,100,4.35,1.84,100
clarividencia,5.27,1.16,75,4.76,2.05,85
claro,6.15,1.23,100,4,2.03,100
clase,5.6,1.6,100,5.4,1.73,100
clásica,5.95,1.23,100,3,1.59,100
clasicismo,4,1.45,100,5.35,1.81,100
clásico,5.9,1.45,100,4.15,2.06,100
clasificación,5.05,1.5,100,5.4,1.67,100
clasificar,5.7,1.34,100,4.85,1.98,100
clasificatoria,5.2,1.54,100,6,1.78,100
claustro,5.35,1.84,100,5.35,1.81,100
cláusula,4.65,0.75,100,5,1.26,100
clausura,3,1.34,100,4.85,2.01,100
clausurar,3.5,1.24,100,5.85,2.03,100
clavar,4.95,1.73,100,5.85,1.73,100
clave,5.75,1.37,100,5,1.08,100
clavecín*,5.29,0.76,35,4.11,1.27,45
clavel,7.05,1.15,100,3.75,1.65,100
clavelina*,5.11,0.6,45,4.7,1.34,50
claves,5.65,0.81,100,4.95,1.36,100
clavicordio*,5.63,1.41,40,4.08,1.31,60
clavícula,5,0.46,100,5.35,1.53,100
clavo,4.65,0.59,100,5.65,1.39,100
clemencia,5.3,2.03,100,5.3,1.38,100
clemente,5.85,1.27,100,4.68,0.48,95
clerecía,4.17,1.34,60,4.79,1.53,70
clerical,4.44,1.58,90,4.44,1.2,90
clérigo,4.26,2.1,95,4.85,2.03,100
clero,3.8,1.54,100,5.4,1.43,100
clic,5.9,1.33,100,4.8,1.79,100
cliente,5.5,1.1,100,5.35,1.09,100
clientela,6.2,1.2,100,5,1.81,100
clima,6.1,1.17,100,4.3,1.49,100
climático,4.9,1.59,100,4.65,2.18,100
clínica,6.05,1.39,100,5.85,1.93,100
clip,5.5,0.76,100,4.7,1.08,100
clonación,4.85,1.27,100,6.15,1.27,100
cloro,4.75,1.21,100,5.35,1.63,100
cloruro,4.5,0.83,100,5.6,1.47,100
club,5.7,1.45,100,5.6,1.93,100
coacción,3.65,1.31,100,6.8,1.11,100
coadjutor*,4.67,0.58,15,4.62,1.8,65
coagulación,4.1,1.07,100,5.95,1.43,95
coalición,4.8,1.24,100,5.75,1.65,100
coartada,4.75,1.33,100,5.65,2.03,100
coautor,5.11,1.15,95,4.47,1.26,95
cobalto,4.84,0.83,95,4.68,1.42,95
cobarde,2.53,1.22,100,6.7,1.51,100
cobardía,2.75,1.29,100,5.8,2.12,100
cobaya,4.95,1.64,100,4.9,1.77,100
cobertizo,5.65,1.5,100,4.4,1.67,100
cobertura,5.7,1.26,100,5.3,1.49,100
cobijo,6.3,1.03,100,3.2,1.01,100
cobra,3.5,1.79,100,7,1.84,100
cobrar,7.15,1.53,100,7.2,1.24,100
cobre,5.7,1.34,100,5.1,0.79,100
cobro,6.6,1.64,100,5.6,1.5,100
cocaína,2.6,1.79,100,6.45,1.9,100
cocción,5.61,1.33,90,4.85,1.18,100
cocer,5.25,0.44,100,4.5,1.47,100
coche,6.2,1.47,100,5.9,2.2,100
cochecito,6.4,1.27,100,4.2,1.44,100
cochera,4.8,1.15,100,4.45,1.54,100
cochero,5.1,1.12,100,4.75,1.12,100
cochinilla,4.8,1.15,100,5.16,1.46,95
cocido,6.65,1.9,100,4.8,1.74,100
cociente,5.1,0.85,100,5.05,1.43,100
cocina,6.28,1.13,100,4.88,1.76,100
cocinar,6.15,1.09,100,4.5,2.14,100
cocinera,6.2,1.51,100,5.5,1.57,100
cocinero,6.55,1.15,100,5.05,1.52,100
cocinilla,6.05,1.19,100,5.1,1.62,100
cocinita,6.6,1.54,100,3.9,1.68,100
coco,5.9,1.48,100,4.15,1.69,100
cocodrilo,4.5,1.36,100,6.85,1.6,100
cocotero,6.75,1.25,100,4.4,1.67,100
cóctel,7,1.34,100,6,2.03,100
códice,5.67,1.44,60,5.23,1.59,65
codicia,2.45,1.32,100,6.4,1.43,100
codificación,4.95,0.6,100,4.95,1.36,100
codificar,5.05,1.05,100,5.1,1.07,100
código,5.05,0.39,100,5.4,0.82,100
codo,5.05,0.32,100,4.65,0.93,100
codorniz,5.85,1.27,100,4,1.38,100
coeficiente,5.6,1.1,100,5.55,1.57,100
coerción,3.67,1.23,75,5.88,1.93,80
coexistencia,5.75,1.59,100,5.2,0.89,100
coexistir,5.85,1.31,100,4.9,1.68,100
cofinanciación,5,0.73,80,5.12,1.62,85
cofradía,5.47,1.5,95,5.35,1.76,100
cofre,5.75,0.91,100,5.6,1.39,100
cofundador,5.17,0.38,90,5.2,0.95,100
coger,5.5,1.43,100,4.95,1.15,100
cogida,4.85,1.69,100,5.4,1.35,100
cogido,4.85,0.93,100,5,0.97,100
cognición,6.35,1.14,100,5.4,1.57,100
cognitiva,6.1,1.55,100,4.55,1.43,100
cogollo,5.65,1.14,100,4.4,1.79,100
cogote,4.95,0.71,95,4.65,1.14,100
cohecho,3.57,1.7,70,5.79,1.13,95
coherencia,7.5,1,100,4.1,1.77,100
coherente,7.25,1.29,100,3.05,1.67,100
cohesión,5.5,1.4,100,5.25,1.45,100
cohete,6.45,1.57,100,6.15,1.46,100
coincidencia,6.5,1.19,100,5.05,1.88,100
coincidente,5.7,0.86,100,4.7,1.45,100
coincidir,6.3,1.22,100,5.05,1.67,100
cointreau*,5.82,1.89,55,5.71,1.11,35
coito,7.53,1.45,100,7.5,1.65,100
coja,4.15,1.35,100,4.95,1.73,100
cojo,4.2,1.06,100,5.35,2.01,100
col,3.75,1.92,100,4.7,1.53,100
cola,4.5,1.7,100,5.5,1.64,100
colaboración,6.5,1.1,100,4.55,1.64,100
colaborador,6.6,1.19,100,4.1,1.8,100
colaboradora,6.25,1.33,100,4.65,1.31,100
colaborar,7.1,1.07,100,5.1,1.94,100
colación,5.14,0.36,70,5.06,0.85,80
colador,5.1,1.02,100,4.5,1,100
colapso,3.15,1.23,100,7.15,1.23,100
colar,4.9,1.21,100,5.5,1.4,100
colateral,4.05,1.1,100,5.74,0.73,95
colcha,5.68,1.38,95,3.45,1.54,100
colchón,6.5,1.43,100,1.85,0.99,100
colchoneta,6.55,1.28,100,5.5,2.54,100
cole,6.8,1.47,100,5.1,1.74,100
colección,6.55,1.23,100,4.75,1.12,100
coleccionar,6.25,1.21,100,4.35,1.46,100
coleccionista,5.7,1.3,100,4.05,1.39,100
colecta,5.9,1.07,100,4.75,1.29,100
colectividad,5.95,1.23,100,5.2,1.67,100
colectivo,5.7,1.34,100,4.9,1.17,100
colega,7.6,1.1,100,4.8,2.12,100
colegiado,5.85,0.75,100,5.35,1.98,100
colegial,5.5,0.95,100,4.85,1.6,100
colegiata,4.53,1.33,85,5.33,0.65,60
colegio,6.45,1.19,100,4.5,2.04,100
cólera,2.9,1.72,100,7.45,1.32,100
colesterol,3.1,1.25,100,6.15,1.69,100
colgador,5.16,0.6,95,4.7,1.03,100
colgante,5.5,0.95,100,4.5,1.43,100
colgar,4.5,1.1,100,5.3,1.22,100
colibrí,6.32,1.6,95,3.95,1.73,100
cólico,2.45,1.15,100,7.3,1.72,100
colina,5.95,1.88,100,4.7,2,100
colindante,5.76,1.2,85,4.81,0.54,80
colindar,5.29,0.59,85,4.35,1.57,100
coliseo,6.75,1.33,100,5.4,2.21,100
colisión,2.55,1.1,100,7.1,1.65,100
colitis,4.2,1.62,50,6.77,1.54,65
collado,5.14,0.36,70,4.69,0.95,80
collar,6.8,1.47,100,5.05,1.64,100
colmar,5.7,1.49,100,5.6,1.23,100
colmena,4.65,1.5,100,6.65,1.04,100
colmo,4,1.45,100,5.35,1.31,100
coloca,5.1,1.12,100,4.75,0.72,100
colocación,5.9,1.17,100,4.7,1.08,100
colocar,5,0.32,100,4.85,1.35,100
colocaré,5.75,1.07,100,5,1.41,100
colocaría,5.2,0.62,100,5.05,1.39,100
coloco,5.53,0.87,85,5.29,1.57,85
colofón,5,1.53,65,5.67,1.11,75
colombiano,5.15,1.04,100,5.05,1.93,100
colon,4.2,1.85,100,5.68,1.34,95
colonia,7,1.34,100,5.4,1.82,100
colonial,4.8,0.7,100,4.8,1.11,100
colonialismo,4.55,1.1,100,5.63,1.21,95
colonización,4.55,1.15,100,5.3,1.49,100
colonizar,4.95,1.85,100,6.05,1.57,100
colono,4.63,1.21,95,4.56,1.79,80
coloquial,5.75,1.12,100,4.5,1.64,100
coloquio,5.89,1.2,95,5,2.13,100
color,6.88,1.56,100,4.63,1.72,100
coloración,5.8,1.2,100,4.65,1.98,100
colorante,5.45,1,100,4.75,1.21,100
colores,7.9,1.12,100,4.65,2.81,100
colorido,7.35,1.57,100,6.5,1.57,100
colorín,5.75,1.07,100,4.65,1.5,100
colosal,5.75,0.97,100,6.2,1.67,100
coloso,4.82,1.85,85,6.23,1.69,65
columna,5.05,0.22,100,4.18,1.41,100
columnas,5.35,0.81,100,4.7,1.22,100
columnista,5.6,0.99,100,4.95,1.23,100
columpio,7.55,1.23,100,5.25,1.8,100
coma,3.75,1.83,100,5.3,1.81,100
comadre,5.37,1.01,95,4.38,2.09,80
comadreja,4.75,1.41,100,4.8,1.44,100
comandancia,4.44,1.34,90,4.95,1.32,100
comandante,4.05,1.7,100,5.55,1.28,100
comandar,5.1,1.02,100,5.9,1.25,100
comando,4.58,0.84,95,5.45,1.43,100
comarca,5.15,0.49,100,4.4,1.47,100
comarcal,5.2,0.83,100,4.95,0.69,100
comas,5.15,0.75,100,4.8,1.2,100
comba,6.9,1.48,100,5.2,0.95,100
combate,3.55,2.06,100,7.35,1.69,100
combatiente,5.65,1.98,100,6.15,1.63,100
combatir,3.4,2.16,100,7.1,1.74,100
combativo,4.68,2.19,95,5.6,1.7,100
combinación,5.95,0.94,100,4.9,1.25,100
combinado,5.55,1,100,4.2,1.44,100
combinar,6.05,0.94,100,5.1,2.1,100
combustible,4.7,1.66,100,5.75,1.29,100
combustión,3.65,1.42,100,6.2,1.77,100
come,6.7,1.08,100,5.05,1.76,100
comedia,7.8,1.34,100,5.3,1.96,100
comediante,6.95,1.43,100,5.4,1.76,100
comedor,6.05,1.32,100,4.55,2.04,100
comendador,5.36,0.93,70,5.56,0.89,80
comentar,5.7,0.86,100,5.6,1.05,100
comentario,5.15,0.81,100,4.95,1.1,100
comentarista,5.05,1.47,100,6,1.26,100
comenzar,7.05,1.5,100,5.65,1.93,100
comer,7.43,1.22,100,4.73,2.25,100
comercial,5.75,1.59,100,5.05,1.5,100
comercialización,5.15,1.14,100,5.1,0.91,100
comercializar,5.25,1.45,100,5.15,0.88,100
comerciante,5.45,0.89,100,4.7,1.56,100
comerciar,4.9,0.72,100,5.35,0.75,100
comercio,5.8,1.58,100,5.9,1.17,100
comeré,6.6,1.27,100,5.6,1.67,100
comería,6.11,1.7,95,5.35,1.66,100
comestible,7.2,1.4,100,4.25,1.68,100
cometa,6.65,1.14,100,4.9,1.74,100
cometer,4.3,1.08,100,5.8,0.89,100
cometido,4.75,0.91,100,4.89,1.59,95
cómic,5.75,1.21,100,5,1.41,100
comicidad,7,1.69,75,5.57,1.09,70
comida,7.33,1.47,100,5,1.59,100
comienzo,7.35,1.46,100,6.3,1.53,100
comillas,5.05,0.22,100,5.05,1.32,100
comino,5,1.26,80,5.53,1.01,85
comisaria,3.85,1.31,100,6.3,1.98,100
comisaría,3.9,1.21,100,6.5,1.64,100
comisario,4.8,1.4,100,5.75,1.29,100
comisión,4.5,1.96,100,5.9,1.68,100
comité,5.15,1.39,100,4.8,1.74,100
comitiva,4.88,1.02,80,5.28,1.23,90
como,5.75,1.21,100,4.7,0.66,100
cómo,5.05,0.39,100,5.2,1.44,100
cómoda,7,1.26,100,2.1,1.21,100
comodidad,6.95,1.47,100,1.9,1.17,100
comodín,5.65,0.93,100,4.2,1.74,100
cómodo,7.25,1.16,100,2.4,1.7,100
compacta,5.4,1.05,100,4.9,1.12,100
compacto,5.35,0.59,100,4.35,1.6,100
compadre,6.6,1.39,100,4.8,1.54,100
compaginar,5.75,1.41,100,5.5,2.09,100
compaña,5.25,0.62,60,4.36,1.63,55
compañera,7.6,1.14,100,4.8,1.85,100
compañero,7.4,1.31,100,4.05,2.14,100
compañía,7.35,1.14,100,4.95,2.46,100
comparable,4.6,1.19,100,5.35,0.88,100
comparación,3.7,1.42,100,5.9,0.97,100
comparar,4.15,1.14,100,5.6,1.54,100
comparativo,4.55,1.32,100,5.15,0.75,100
comparecencia,4.53,0.9,95,5.11,1.73,95
comparecer,5.05,1.61,100,5.63,1.64,95
comparsa,6.1,1.48,100,6.11,1.29,95
compartimento,5.4,0.82,100,4.75,1.16,100
compartimiento,5.74,1.45,95,5,1.83,95
compás,5.5,1.47,100,4.55,1.43,100
compasión,5.75,1.89,100,3.7,1.22,100
compasivo,6.65,1.18,100,3.45,1.7,100
compatibilidad,7.2,1.28,100,4.7,1.49,100
compatible,6.65,1.27,100,4.8,2.17,100
compatriota,5.4,0.94,100,4.63,1.86,95
compendio,5.28,1.32,90,4.63,1.54,80
compensación,7.25,1.37,100,4.6,2.04,100
compensar,6.45,1.5,100,4.5,1.88,100
compensatoria,6.1,1.29,100,4.25,1.55,100
competencia,4.8,1.28,100,6.5,2.09,100
competencial,5.35,1.42,100,5.53,1.47,95
competente,7.15,1.09,100,5.15,2.32,100
competer,5.65,1.06,85,4.79,0.97,70
competición,4.6,2.11,100,7.2,1.06,100
competidor,4.4,1.39,100,6.9,1.21,100
competir,4.75,1.77,100,6.95,1.1,100
competitiva,5.7,1.95,100,7.45,1,100
competitividad,5.35,2.35,100,6.8,1.51,100
compilación,5,1.29,65,5.29,1.61,85
compilador,5.09,0.54,55,4.69,1.74,80
complacencia,5.15,1.73,100,4.25,2,100
complacer,6.5,1.91,100,5.1,1.97,100
complaciente,5.65,2.01,100,4.5,2.21,100
compleja,4.35,1.39,100,6.05,1.39,100
complejidad,4.5,1.47,100,6.2,1.01,100
complejo,3.9,1.68,100,6.85,1.27,100
complementar,6.5,1.54,100,4.75,1.41,100
complementaria,6.2,1.28,100,4.75,0.91,100
complementariedad,6.95,1.43,100,4.25,1.92,100
complemento,6.05,1.23,100,4.7,1.3,100
completar,6.25,1.33,100,5,1.41,100
completo,6.65,1.23,100,5.3,2.25,100
complexión,5.74,1.24,95,5.06,0.68,80
complicación,2.95,1.7,100,7.45,1,100
complicar,3.45,1.05,100,7.05,1.23,100
cómplice,4.4,1.88,100,6.05,1.76,100
complicidad,7.1,1.68,100,4.25,2.02,100
complot,3.25,1.59,100,6.2,1.67,100
componente,5.5,1.24,100,4.9,0.85,100
componer,5.85,1.31,100,5,2,100
comportamiento,6.65,1.5,100,5.2,1.36,100
comportar,6,1.65,100,4.75,1.21,100
composición,5.4,0.82,100,4.85,1.18,100
compositor,6.25,1.37,100,4.65,1.53,100
compostura,5.55,1.39,100,5.15,1.27,100
compra,7.3,1.45,100,5.5,1.67,100
comprador,5.35,1.14,100,5.4,1.14,100
comprar,6.05,1.36,100,5.75,1.48,100
compraventa,5.25,1.45,100,5.5,0.95,100
comprender,7.35,1.46,100,4.6,1.98,100
comprensible,6.75,1.65,100,4.2,1.24,100
comprensión,7.75,1.59,100,3.6,2.28,100
comprensivo,8.2,0.77,100,3.75,1.74,100
compresor,4.65,0.59,100,5.2,1.74,100
comprobación,5,1.34,100,5.2,1.51,100
comprobar,6.15,1.53,100,5.15,1.95,100
comprometer,5.75,1.71,100,5.8,1.51,100
comprometido,5.9,2.36,100,6.48,1.8,100
compromiso,6.25,1.92,100,6.25,1.8,100
compuerta,4.85,0.59,100,4.65,1.46,100
compuesto,5.55,0.94,100,5.3,0.98,100
computación,4.82,1.13,85,5.26,1.37,95
computacional,4.47,1.35,95,4.5,1.61,100
computador,5.6,0.82,100,5.2,1.06,100
computadora,6.35,1.27,100,4.4,1.57,100
cómputo,4.89,1.13,90,5.5,0.62,90
común,5.15,0.88,100,4.25,1.55,100
comuna,5.21,1.03,95,4.45,1.1,100
comunal,5.35,1.84,100,5.15,0.88,100
comunicación,6.4,1.19,100,5,1.89,100
comunicado,5.45,1,100,4.7,1.45,100
comunicar,6.25,1.21,100,5,1.59,100
comunicativa,6.85,1.14,100,4.25,2.24,100
comunidad,5.6,1.19,100,4.7,2.03,100
comunión,5.6,1.98,100,5.4,1.35,100
comunismo,4.1,2.1,100,6.5,1.73,100
comunista,4.55,1.43,100,6.15,1.27,100
comunitario,5.85,1.23,100,4.4,1.23,100
coñac,4.5,1.57,100,5.7,1.69,100
concebible,5.6,1.23,100,4.68,1.7,95
concebir,7.45,1.47,100,5.3,1.81,100
conceder,6.25,1.07,100,5.6,1.23,100
concejal,4.3,1.3,100,5.45,1.67,100
concejo,4.91,0.7,55,5.25,0.97,60
concentración,5.9,1.52,100,5.2,1.94,100
concentrado,6.2,1.28,100,4.35,1.78,100
concentrar,6.25,1.71,100,3.9,1.77,100
concepción,6.75,1.59,100,5.2,1.79,100
concepto,5.6,1.1,100,5,0.56,100
conceptual,5.25,0.64,100,4.4,1.47,100
concerniente,4.94,0.54,90,5,1.46,85
concernir,5.05,0.85,95,5.19,1.38,80
concertación,6.11,1.33,95,5.19,1.52,80
concertar,5.2,1.44,100,5.35,1.09,100
concesión,5.85,1.35,100,4.58,1.57,95
concesionaria,5.4,0.88,100,4.47,1.54,95
concha,6.75,1.48,100,4.55,2.06,100
conciencia,6.45,1.19,100,5.2,1.61,100
concienciación,6,1.63,95,4.95,2.19,100
concienciar,7.15,1.42,100,5.15,1.81,100
concierto,7.7,1.3,100,6.5,2.19,100
conciliación,6.6,1.19,100,3.8,1.32,100
conciliador,6.6,1.67,100,3.6,1.96,100
conciliar,7.2,1.99,100,4.1,1.8,100
concilio,6.16,1.42,95,4.45,1.28,100
concisa,6.2,1.11,100,4.3,1.38,100
cónclave,4.58,1.07,95,5.31,1.08,80
concluir,5.15,1.39,100,4.5,1.79,100
conclusión,5.7,1.13,100,5.35,1.5,100
concluyente,4.75,0.85,100,4.95,1.05,100
concordancia,5.7,1.22,100,4.85,1.27,100
concordar,6.1,1.41,100,4.05,1.39,100
concordia,5.6,1.6,100,4.45,1.61,100
concreción,5.69,1.08,80,4.84,1.42,95
concretar,6.15,1.14,100,4.85,1.23,100
concreto,5.9,1.21,100,3.85,1.27,100
concuñada,5.71,1.69,85,5,1.22,85
concuñado,5.4,0.74,75,4.28,1.81,90
concurrencia,5,0.79,100,4.9,1.12,100
concurrir,4.95,1.08,95,5.44,1.54,90
concursante,6.1,1.17,100,5.4,1.93,100
concurso,5.85,0.93,100,6.3,1.22,100
condado,5.05,0.4,95,4.6,1.27,100
conde,5.1,1.07,100,5.05,1,100
condecoración,5.75,1.41,100,5.5,1.76,100
condena,2.85,1.46,100,6.2,1.85,100
condenación,3.2,1.44,100,7,1.29,95
condenar,2.6,1.35,100,6.8,1.61,100
condensación,4.7,0.92,100,4.8,1.64,100
condesa,4.47,1.35,95,4.4,1.9,100
condescendencia,4.47,1.47,95,5.41,1.23,85
condescendiente,5.05,2.04,95,4.79,1.4,95
condición,5.1,1.02,100,5.45,1.1,100
condicional,5.1,1.74,100,5.1,1.12,100
condicionalidad,4.26,1.15,95,5.1,1.71,100
condicionamiento,4.2,1.64,100,6.1,1.02,100
